"Customer Name",TotalSales,"Customer ID"
"Ken Heidel",23513.76600000001,KH-16630
"Chris Cortes",23415.172,CC-12220
"Nick Crebassa",49450.43899999998,NC-18535
"Edward Becker",19001.331999999984,EB-13750
"Brian Moss",43702.86699999998,BM-11650
"Denise Monton",24446.82199999998,DM-13345
"Joe Elijah",52033.06299999998,JE-15715
"Carlos Soltero",18166.45499999999,CS-11950
"Sam Zeldin",21554.633,SZ-20035
"Frank Carlisle",20488.077999999994,FC-14245
"Robert Marley",35806.386,RM-19675
"Toby Carlisle",25571.102000000006,TC-21295
"Arianne Irving",26254.73599999999,AI-10855
"Bill Eplett",25228.076,BE-11335
"Dan Reichenbach",37483.20599999999,DR-12880
"Tom Ashbrook",87573.71999999996,TA-21385
"Pete Kriz",48951.90400000001,PK-19075
"Thomas Seio",32226.64,TS-21205
"Karen Ferguson",63625.56599999999,KF-16285
"Yoseph Carroll",32726.1,YC-21895
"Dean percer",43192.61100000003,Dp-13240
"Karen Bern",18915.664999999997,KB-16240
"Barry Französisch",17194.68600000001,BF-11020
"Hunter Glantz",22141.683999999994,HG-15025
"Thea Hudgings",17656.672000000002,TH-21115
"Joel Eaton",38402.704999999994,JE-15745
"Patrick Gardner",18521.406999999992,PG-18820
"Chloris Kastensmidt",18929.004999999997,CK-12205
"Sanjit Jacobs",22667.279999999984,SJ-20125
"Scott Cohen",22378.79299999999,SC-20260
"Juliana Krohn",22485.96799999999,JK-16090
"Jane Waco",46330.26400000002,JW-15220
"Keith Dawkins",49087.45600000001,KD-16495
"Ivan Liston",30244.435999999987,IL-15100
"Jim Epp",46529.82599999999,JE-15610
"Sarah Brown",38465.996,SB-20185
"Stewart Visinsky",24631.905000000013,SV-20785
"Bill Stewart",20274.730000000003,BS-11380
"John Lee",56418.10300000005,JL-15835
"Helen Wasserman",55801.50399999999,HW-14935
"Victoria Wilson",36676.202,VW-21775
"Paul Prost",42455.51999999999,PP-18955
"Dan Reichenbach",37483.20599999999,DR-12880
"Rick Bensley",27339.415999999997,RB-19465
"Natalie Fritzler",49936.92599999998,NF-18385
"Sample Company A",27747.42200000001,SC-20050
"Gary McGarr",21496.920000000002,GM-14440
"Jim Kriz",28514.691999999985,JK-15640
"Anna Häberlin",47329.79399999998,AH-10690
"Sanjit Jacobs",22667.279999999984,SJ-20125
"Harry Marie",48893.04480000001,HM-14860
"Anthony Johnson",26348.941000000017,AJ-10795
"Sanjit Engle",73256.638,SE-20110
"Zuschuss Carroll",48126.785,ZC-21910
"Rob Dowd",17477.393999999997,RD-19585
"Chloris Kastensmidt",18929.004999999997,CK-12205
"Resi Pölking",30852.73999999997,RP-19390
"Natalie Webber",43404.114000000016,NW-18400
"Katrina Willman",26499.12000000001,KW-16435
"Arthur Gainer",27064.747000000003,AG-10900
"Brian Moss",43702.86699999998,BM-11650
"Dan Reichenbach",37483.20599999999,DR-12880
"Anna Häberlin",47329.79399999998,AH-10690
"Jeremy Pistek",21437.644000000004,JP-15520
"Dan Reichenbach",37483.20599999999,DR-12880
"Jim Karlsson",22560.17799999999,JK-15625
"Dave Hallsten",29597.221999999998,DH-13075
"Shahid Shariari",18340.857000000004,SS-20410
"Frank Preis",24280.495999999996,FP-14320
"Hunter Glantz",22141.683999999994,HG-15025
"Brosina Hoffman",37532.05100000001,BH-11710
"Fred Hopkins",40101.96,FH-14365
"Peter McVee",24693.961999999996,PM-19135
"Theone Pippenger",26724.356,TP-21130
"Kean Takahito",18342.600000000002,KT-16465
"Arthur Prichep",19941.305999999975,AP-10915
"Juliana Krohn",22485.96799999999,JK-16090
"Patrick Gardner",18521.406999999992,PG-18820
"Ruben Dartt",18803.524000000005,RD-19900
"Karen Bern",18915.664999999997,KB-16240
"Justin Deggeller",52968.23049999999,JD-16150
"Amy Cox",33167.09599999999,AC-10450
"Michael Moore",22764.429999999997,MM-17920
"Max Jones",37693.37599999998,MJ-17740
"Brian Stugart",19728.709999999995,BS-11665
"Philisse Overcash",29358.293,PO-19180
"Anna Häberlin",47329.79399999998,AH-10690
"Joe Kamberova",28619.450000000004,JK-15730
"Jim Kriz",28514.691999999985,JK-15640
"Ricardo Sperren",19327.739999999998,RS-19420
"Ben Peterman",21661.743,BP-11185
"Ed Braxton",20689.624,EB-13705
"Ruben Dartt",18803.524000000005,RD-19900
"Frank Merwin",22417.19800000001,FM-14290
"Jane Waco",46330.26400000002,JW-15220
"Edward Hooks",60035.830000000016,EH-13765
"Chris Cortes",23415.172,CC-12220
"Shahid Shariari",18340.857000000004,SS-20410
"Keith Dawkins",49087.45600000001,KD-16495
"Frank Merwin",22417.19800000001,FM-14290
"Keith Dawkins",49087.45600000001,KD-16495
"Peter Fuller",53882.94599999998,PF-19120
"Dean Katz",24755.044,DK-13225
"Ruben Ausman",22993.91400000001,RA-19885
"Dorothy Badders",23452.802799999998,DB-13555
"Rob Lucas",37409.459999999985,RL-19615
"Rick Bensley",27339.415999999997,RB-19465
"Robert Waldorf",20973.846,RW-19690
"Claudia Bergmann",24741.11550000001,CB-12535
"Shirley Daniels",35521.45799999997,SD-20485
"Dean Katz",24755.044,DK-13225
"Matt Abelman",25683.721,MA-17560
"Bill Eplett",25228.076,BE-11335
"Jim Kriz",28514.691999999985,JK-15640
"Rick Reed",19813.561999999994,RR-19525
"Rick Bensley",27339.415999999997,RB-19465
"Erica Smith",21062.757999999998,ES-14020
"Noel Staavos",17788.923000000006,NS-18640
"Randy Ferguson",19854.849999999995,RF-19345
"Clay Ludtke",65283.34599999998,CL-12565
"Karen Ferguson",63625.56599999999,KF-16285
"Hunter Glantz",22141.683999999994,HG-15025
"Cassandra Brandow",36169.42700000001,CB-12025
"Darrin Martin",37484.172000000006,DM-13015
"Liz Thompson",17617.552000000007,LT-17110
"Paul Prost",42455.51999999999,PP-18955
"Patrick Gardner",18521.406999999992,PG-18820
"Anna Andreadi",26735.394999999993,AA-10645
"Frank Atkinson",17904.303999999996,FA-14230
"Tracy Blumstein",28383.72799999997,TB-21520
"Adam Hart",19502.087,AH-10075
"Christine Phan",35329.77500000001,CP-12340
"Trudy Schmidt",20208.493999999995,TS-21655
"Natalie Fritzler",49936.92599999998,NF-18385
"Eugene Hildebrand",18078.853000000003,EH-14125
"Ted Trevino",29493.552,TT-21070
"Chuck Clark",17220.299999999985,CC-12430
"Keith Dawkins",49087.45600000001,KD-16495
"Fred Hopkins",40101.96,FH-14365
"Patrick Gardner",18521.406999999992,PG-18820
"Seth Vernon",68523.84600000002,SV-20365
"Dean percer",43192.61100000003,Dp-13240
"Harold Ryan",31492.787,HR-14830
"William Brown",36148.859999999986,WB-21850
"Adam Shillingsburg",19531.809999999998,AS-10090
"Susan Pistek",23944.03899999999,SP-20920
"Corinna Mitchell",38037.357599999996,CM-12655
"Shirley Daniels",35521.45799999997,SD-20485
"Greg Tran",70920.71999999996,GT-14710
"Rob Dowd",17477.393999999997,RD-19585
"Gary McGarr",21496.920000000002,GM-14440
"Erica Smith",21062.757999999998,ES-14020
"Michael Moore",22764.429999999997,MM-17920
"Giulietta Baptist",27566.027999999977,GB-14575
"Deborah Brumfield",27729.95700000001,DB-13270
"Jim Karlsson",22560.17799999999,JK-15625
"Anne McFarland",33923.16200000001,AM-10705
"Mitch Webber",32051.39999999999,MW-18220
"Russell Applegate",28688.117000000013,RA-19915
"Sarah Brown",38465.996,SB-20185
"Pete Kriz",48951.90400000001,PK-19075
"Matthew Grinstein",22711.676000000007,MG-17650
"Yana Sorensen",39927.00399999999,YS-21880
"Mark Cousins",26592.837999999996,MC-17425
"Patrick Gardner",18521.406999999992,PG-18820
"Patrick O'Brill",44204.03419999999,PO-18850
"Natalie Webber",43404.114000000016,NW-18400
"Dennis Pardue",32884.37400000002,DP-13390
"Maris LaWare",17529.05,ML-17410
"Victoria Wilson",36676.202,VW-21775
"Grace Kelly",38983.67000000003,GK-14620
"Anthony Rawles",27139.985999999986,AR-10825
"Rose O'Brian",22892.82799999999,RO-19780
"Yana Sorensen",39927.00399999999,YS-21880
"Annie Thurman",22991.21399999998,AT-10735
"Robert Marley",35806.386,RM-19675
"Brenda Bowman",40594.37800000002,BB-11545
"Alejandro Savely",19273.671999999995,AS-10285
"Dennis Kane",19910.936000000005,DK-13375
"Jamie Kunitz",25669.019999999993,JK-15205
"Edward Hooks",60035.830000000016,EH-13765
"Victoria Wilson",36676.202,VW-21775
"Ed Braxton",20689.624,EB-13705
"Randy Ferguson",19854.849999999995,RF-19345
"Anthony Jacobs",29204.043999999998,AJ-10780
"Sylvia Foulston",19841.221000000005,SF-20965
"Alan Hwang",28832.093999999997,AH-10210
"Arianne Irving",26254.73599999999,AI-10855
"Edward Becker",19001.331999999984,EB-13750
"Sung Pak",24171.437999999987,SP-20860
"Ross Baird",33799.866,RB-19795
"Eugene Moren",26629.982,EM-14140
"Rick Bensley",27339.415999999997,RB-19465
"Patrick O'Brill",44204.03419999999,PO-18850
"Arthur Gainer",27064.747000000003,AG-10900
"Frank Carlisle",20488.077999999994,FC-14245
"Sanjit Engle",73256.638,SE-20110
"Chloris Kastensmidt",18929.004999999997,CK-12205
"Sue Ann Reed",28251.12549999999,SA-20830
"Chuck Clark",17220.299999999985,CC-12430
"Laura Armstrong",51789.17200000004,LA-16780
"Damala Kotsonis",19521.183999999997,DK-12835
"Pete Kriz",48951.90400000001,PK-19075
"Gary Mitchum",18471.774,GM-14455
"Bart Watters",28502.15799999999,BW-11110
"Greg Tran",70920.71999999996,GT-14710
"Daniel Raglin",50105.21799999997,DR-12940
"Dionis Lloyd",21235.921999999995,DL-13495
"Helen Wasserman",55801.50399999999,HW-14935
"Jack O'Briant",19529.699,JO-15145
"Christopher Conant",72774.47200000001,CC-12370
"Fred Chung",23195.046000000006,FC-14335
"James Galang",38198.392,JG-15160
"Lena Creighton",44380.67400000002,LC-16885
"Chris Cortes",23415.172,CC-12220
"Bart Watters",28502.15799999999,BW-11110
"Tonja Turnell",32188.807999999983,TT-21460
"Brian Thompson",19180.501999999993,BT-11680
"Anthony Jacobs",29204.043999999998,AJ-10780
"Deborah Brumfield",27729.95700000001,DB-13270
"Dave Brooks",25591.793999999987,DB-13060
"Frank Atkinson",17904.303999999996,FA-14230
"Keith Herrera",35717.159,KH-16510
"Victoria Wilson",36676.202,VW-21775
"Frank Carlisle",20488.077999999994,FC-14245
"Rick Duston",22458.23,RD-19480
"Andy Reiter",39650.69799999999,AR-10540
"Carol Adams",22738.32279999999,CA-11965
"Theone Pippenger",26724.356,TP-21130
"Greg Tran",70920.71999999996,GT-14710
"Fred Hopkins",40101.96,FH-14365
"Heather Kirkland",29266.783999999985,HK-14890
"Chris Cortes",23415.172,CC-12220
"Rick Bensley",27339.415999999997,RB-19465
"Lindsay Shagiari",17931.923999999988,LS-16975
"Edward Becker",19001.331999999984,EB-13750
"Damala Kotsonis",19521.183999999997,DK-12835
"Scott Cohen",22378.79299999999,SC-20260
"Carol Triggs",19451.397999999986,CT-11995
"Cassandra Brandow",36169.42700000001,CB-12025
"Kunst Miller",29456.821999999986,KM-16720
"Rose O'Brian",22892.82799999999,RO-19780
"Anne McFarland",33923.16200000001,AM-10705
"Greg Tran",70920.71999999996,GT-14710
"Stewart Visinsky",24631.905000000013,SV-20785
"Stewart Visinsky",24631.905000000013,SV-20785
"Juliana Krohn",22485.96799999999,JK-16090
"Cathy Prescott",30984.602,CP-12085
"Victoria Pisteka",19161.705999999995,VP-21760
"Tom Boeckenhauer",54076.44199999998,TB-21400
"Joe Elijah",52033.06299999998,JE-15715
"Resi Pölking",30852.73999999997,RP-19390
"Anthony Jacobs",29204.043999999998,AJ-10780
"William Brown",36148.859999999986,WB-21850
"Mike Pelletier",30527.57,MP-18175
"Barry Französisch",17194.68600000001,BF-11020
"Katherine Murray",33658.44599999999,KM-16375
"Olvera Toch",22911.724,OT-18730
"John Stevenson",23208.07,JS-15880
"Cynthia Arntzen",18249.465999999993,CA-12775
"Mick Hernandez",33018.54300000001,MH-18115
"Sean Braxton",48347.341000000015,SB-20290
"Tamara Willingham",30987.725999999984,TW-21025
"Shirley Daniels",35521.45799999997,SD-20485
"Dennis Pardue",32884.37400000002,DP-13390
"Hunter Glantz",22141.683999999994,HG-15025
"Daniel Raglin",50105.21799999997,DR-12940
"Shaun Weien",17529.244,SW-20455
"Christine Sundaresam",19212.962000000003,CS-12355
"Ben Ferrer",35447.82199999999,BF-11170
"Gary Zandusky",26130.899999999987,GZ-14470
"Dave Brooks",25591.793999999987,DB-13060
"Christine Kargatis",17637.606000000003,CK-12325
"Sarah Foster",20536.686,SF-20200
"Brian Thompson",19180.501999999993,BT-11680
"Patrick O'Brill",44204.03419999999,PO-18850
"Sung Pak",24171.437999999987,SP-20860
"Christine Sundaresam",19212.962000000003,CS-12355
"Rob Lucas",37409.459999999985,RL-19615
"Nick Crebassa",49450.43899999998,NC-18535
"Ben Ferrer",35447.82199999999,BF-11170
"Christine Sundaresam",19212.962000000003,CS-12355
"Keith Herrera",35717.159,KH-16510
"Ed Braxton",20689.624,EB-13705
"Gary Hwang",23554.44200000001,GH-14425
"Cindy Stewart",34140.40499999999,CS-12505
"Yana Sorensen",39927.00399999999,YS-21880
"Tamara Chand",114107.09799999998,TC-20980
"Pauline Webber",20729.465999999993,PW-19030
"Dionis Lloyd",21235.921999999995,DL-13495
"Fred Chung",23195.046000000006,FC-14335
"Mike Pelletier",30527.57,MP-18175
"Anthony Johnson",26348.941000000017,AJ-10795
"Becky Castell",17602.026,BC-11125
"Ricardo Sperren",19327.739999999998,RS-19420
"Nora Paige",23379.842,NP-18670
"Jack O'Briant",19529.699,JO-15145
"Scot Coram",26231.757999999998,SC-20230
"Randy Ferguson",19854.849999999995,RF-19345
"Sandra Glassco",20439.481000000003,SG-20080
"Tracy Blumstein",28383.72799999997,TB-21520
"Michael Moore",22764.429999999997,MM-17920
"Tamara Willingham",30987.725999999984,TW-21025
"Bill Donatelli",34033.070999999996,BD-11320
"Chloris Kastensmidt",18929.004999999997,CK-12205
"Tanja Norvell",18781.370999999996,TN-21040
"Harold Ryan",31492.787,HR-14830
"Shaun Weien",17529.244,SW-20455
"Nora Preis",47419.08250000001,NP-18700
"Becky Martin",69659.45000000001,BM-11140
"Penelope Sewall",41061.78400000001,PS-19045
"Ruben Dartt",18803.524000000005,RD-19900
"Tom Ashbrook",87573.71999999996,TA-21385
"Nora Preis",47419.08250000001,NP-18700
"Scott Cohen",22378.79299999999,SC-20260
"Thea Hudgings",17656.672000000002,TH-21115
"Greg Matthias",18981.778,GM-14680
"Zuschuss Carroll",48126.785,ZC-21910
"Grace Kelly",38983.67000000003,GK-14620
"Rick Huthwaite",41772.83999999998,RH-19510
"Jonathan Doherty",38738.755999999994,JD-15895
"Michael Paige",23901.891999999996,MP-17965
"Craig Yedwab",17400.126000000004,CY-12745
"Emily Phan",32868.36079999999,EP-13915
"Joseph Airdo",38852.873999999974,JA-15970
"Brenda Bowman",40594.37800000002,BB-11545
"Dennis Kane",19910.936000000005,DK-13375
"Becky Castell",17602.026,BC-11125
"Daniel Raglin",50105.21799999997,DR-12940
"Sung Pak",24171.437999999987,SP-20860
"Arthur Prichep",19941.305999999975,AP-10915
"Rob Dowd",17477.393999999997,RD-19585
"Edward Becker",19001.331999999984,EB-13750
"Jim Epp",46529.82599999999,JE-15610
"Annie Thurman",22991.21399999998,AT-10735
"Seth Vernon",68523.84600000002,SV-20365
"Nathan Mautz",38756.043999999994,NM-18445
"William Brown",36148.859999999986,WB-21850
"Ken Heidel",23513.76600000001,KH-16630
"Ken Lonsdale",84431.51700000004,KL-16645
"Roland Schwarz",22991.580000000005,RS-19765
"Alejandro Savely",19273.671999999995,AS-10285
"Chloris Kastensmidt",18929.004999999997,CK-12205
"Joe Elijah",52033.06299999998,JE-15715
"Anthony Rawles",27139.985999999986,AR-10825
"Adam Hart",19502.087,AH-10075
"George Ashbrook",23518.625999999997,GA-14515
"Kristen Hastings",35207.109,KH-16690
"Jill Fjeld",25189.932000000015,JF-15565
"Resi Pölking",30852.73999999997,RP-19390
"Katharine Harms",19877.213999999996,KH-16330
"Kunst Miller",29456.821999999986,KM-16720
"Lindsay Williams",19381.807999999986,LW-16990
"James Galang",38198.392,JG-15160
"Pete Kriz",48951.90400000001,PK-19075
"Tonja Turnell",32188.807999999983,TT-21460
"Valerie Dominguez",37700.15399999999,VD-21670
"Sharelle Roach",19400.880999999998,SR-20425
"Kean Thornton",27852.58839999999,KT-16480
"Chris Cortes",23415.172,CC-12220
"Ben Ferrer",35447.82199999999,BF-11170
"Maxwell Schwartz",18831.432000000015,MS-17770
"Naresj Patel",33177.72000000001,NP-18325
"Speros Goranitis",18701.875999999993,SG-20605
"Heather Kirkland",29266.783999999985,HK-14890
"Muhammed Yedwab",24806.396000000008,MY-18295
"Jack O'Briant",19529.699,JO-15145
"Mitch Webber",32051.39999999999,MW-18220
"Janet Martin",18872.17399999999,JM-15250
"Emily Ducich",20909.470000000005,ED-13885
"Dianna Wilson",31541.098000000005,DW-13480
"Jamie Kunitz",25669.019999999993,JK-15205
"John Stevenson",23208.07,JS-15880
"Philisse Overcash",29358.293,PO-19180
"Philisse Overcash",29358.293,PO-19180
"Linda Cazamias",26886.962000000014,LC-16930
"Edward Hooks",60035.830000000016,EH-13765
"Helen Wasserman",55801.50399999999,HW-14935
"Toby Gnade",18350.271999999997,TG-21310
"Raymond Buch",90704.08899999998,RB-19360
"Erin Smith",27891.115999999987,ES-14080
"Shahid Collister",35365.084,SC-20380
"Giulietta Baptist",27566.027999999977,GB-14575
"Frank Preis",24280.495999999996,FP-14320
"Sean Christensen",23826.364000000005,SC-20305
"Tom Prescott",31973.904799999993,TP-21415
"Rob Lucas",37409.459999999985,RL-19615
"Eugene Moren",26629.982,EM-14140
"Damala Kotsonis",19521.183999999997,DK-12835
"Anna Gayman",20934.339599999996,AG-10675
"Julie Kriz",17594.934,JK-16120
"Pierre Wener",23269.864999999994,PW-19240
"Joe Kamberova",28619.450000000004,JK-15730
"Bill Shonely",63009.90300000003,BS-11365
"Steven Cartwright",31357.210000000014,SC-20725
"Lena Radford",30857.341999999975,LR-16915
"Ruben Dartt",18803.524000000005,RD-19900
"Joe Kamberova",28619.450000000004,JK-15730
"Mike Gockenbach",17343.541,MG-18145
"Bill Donatelli",34033.070999999996,BD-11320
"Tanja Norvell",18781.370999999996,TN-21040
"Zuschuss Carroll",48126.785,ZC-21910
"Katharine Harms",19877.213999999996,KH-16330
"Muhammed Yedwab",24806.396000000008,MY-18295
"Carlos Soltero",18166.45499999999,CS-11950
"Michael Chen",22834.263999999992,MC-17845
"Sample Company A",27747.42200000001,SC-20050
"Suzanne McNair",33380.39200000002,SM-20950
"Tracy Blumstein",28383.72799999997,TB-21520
"Sam Craven",20177.7636,SC-20020
"Gary Hwang",23554.44200000001,GH-14425
"Matthew Grinstein",22711.676000000007,MG-17650
"Anna Häberlin",47329.79399999998,AH-10690
"David Smith",17290.812799999992,DS-13180
"Toby Gnade",18350.271999999997,TG-21310
"Ted Trevino",29493.552,TT-21070
"Claudia Bergmann",24741.11550000001,CB-12535
"Maris LaWare",17529.05,ML-17410
"John Stevenson",23208.07,JS-15880
"Stewart Carmichael",26956.056999999993,SC-20770
"Barry Französisch",17194.68600000001,BF-11020
"Cathy Prescott",30984.602,CP-12085
"Victoria Pisteka",19161.705999999995,VP-21760
"Michelle Huthwaite",17909.697999999993,MH-18025
"Sanjit Jacobs",22667.279999999984,SJ-20125
"Katherine Hughes",18603.611999999997,KH-16360
"Andy Reiter",39650.69799999999,AR-10540
"Nora Paige",23379.842,NP-18670
"Liz Preis",21920.398999999994,LP-17095
"Anna Häberlin",47329.79399999998,AH-10690
"Alex Avila",33381.359999999986,AA-10315
"Eugene Moren",26629.982,EM-14140
"Quincy Jones",36650.038000000015,QJ-19255
"Maria Etezadi",63815.51800000002,ME-17320
"Laurel Beltran",29069.96399999997,LB-16795
"Ed Braxton",20689.624,EB-13705
"Christopher Schild",21911.158499999998,CS-12400
"Peter McVee",24693.961999999996,PM-19135
"Anna Andreadi",26735.394999999993,AA-10645
"Frank Atkinson",17904.303999999996,FA-14230
"Toby Carlisle",25571.102000000006,TC-21295
"Tom Boeckenhauer",54076.44199999998,TB-21400
"John Lee",56418.10300000005,JL-15835
"John Lee",56418.10300000005,JL-15835
"Maribeth Dona",22598.382,MD-17350
"Clay Ludtke",65283.34599999998,CL-12565
"Ruben Ausman",22993.91400000001,RA-19885
"Lena Creighton",44380.67400000002,LC-16885
"Henry Goldwyn",19105.074000000008,HG-14965
"Greg Tran",70920.71999999996,GT-14710
"Bill Stewart",20274.730000000003,BS-11380
"Craig Molinari",23906.702400000013,CM-12715
"Katharine Harms",19877.213999999996,KH-16330
"Daniel Lacy",19633.199999999997,DL-12925
"Brian Dahlen",19730.871,BD-11605
"Ross Baird",33799.866,RB-19795
"Rob Lucas",37409.459999999985,RL-19615
"Frank Hawley",25144.254000000015,FH-14275
"Yana Sorensen",39927.00399999999,YS-21880
"Annie Thurman",22991.21399999998,AT-10735
"Denise Monton",24446.82199999998,DM-13345
"Kristen Hastings",35207.109,KH-16690
"Dana Kaydos",23658.140000000014,DK-12895
"Grace Kelly",38983.67000000003,GK-14620
"Joseph Airdo",38852.873999999974,JA-15970
"Thea Hudgings",17656.672000000002,TH-21115
"Brian Stugart",19728.709999999995,BS-11665
"Sue Ann Reed",28251.12549999999,SA-20830
"Brosina Hoffman",37532.05100000001,BH-11710
"Shahid Collister",35365.084,SC-20380
"Randy Ferguson",19854.849999999995,RF-19345
"Nathan Mautz",38756.043999999994,NM-18445
"Mark Packer",19236.731999999993,MP-17470
"Katherine Hughes",18603.611999999997,KH-16360
"Dorothy Badders",23452.802799999998,DB-13555
"Laurel Beltran",29069.96399999997,LB-16795
"Carol Adams",22738.32279999999,CA-11965
"Daniel Lacy",19633.199999999997,DL-12925
"Fred Chung",23195.046000000006,FC-14335
"David Bremer",17590.267999999996,DB-13120
"Chloris Kastensmidt",18929.004999999997,CK-12205
"John Murray",45750.42599999998,JM-15865
"Speros Goranitis",18701.875999999993,SG-20605
"Daniel Raglin",50105.21799999997,DR-12940
"Matt Abelman",25683.721,MA-17560
"Trudy Schmidt",20208.493999999995,TS-21655
"Katherine Murray",33658.44599999999,KM-16375
"Shirley Daniels",35521.45799999997,SD-20485
"Ted Trevino",29493.552,TT-21070
"Brenda Bowman",40594.37800000002,BB-11545
"Ricardo Sperren",19327.739999999998,RS-19420
"Arianne Irving",26254.73599999999,AI-10855
"Ben Ferrer",35447.82199999999,BF-11170
"Janet Martin",18872.17399999999,JM-15250
"Stefania Perrino",32641.91900000001,SP-20620
"George Ashbrook",23518.625999999997,GA-14515
"Tanja Norvell",18781.370999999996,TN-21040
"Tamara Willingham",30987.725999999984,TW-21025
"Deirdre Greer",19174.91799999999,DG-13300
"Kean Thornton",27852.58839999999,KT-16480
"Christine Phan",35329.77500000001,CP-12340
"Keith Herrera",35717.159,KH-16510
"Adam Hart",19502.087,AH-10075
"Stefania Perrino",32641.91900000001,SP-20620
"Sara Luxemburg",18318.061999999994,SL-20155
"Brenda Bowman",40594.37800000002,BB-11545
"Thomas Seio",32226.64,TS-21205
"Cindy Stewart",34140.40499999999,CS-12505
"Susan Pistek",23944.03899999999,SP-20920
"Luke Weiss",32523.114000000005,LW-17215
"Sung Pak",24171.437999999987,SP-20860
"Jonathan Doherty",38738.755999999994,JD-15895
"Michael Paige",23901.891999999996,MP-17965
"Harold Ryan",31492.787,HR-14830
"Sanjit Jacobs",22667.279999999984,SJ-20125
"Dennis Pardue",32884.37400000002,DP-13390
"Caroline Jumper",66478.442,CJ-12010
"Paul Prost",42455.51999999999,PP-18955
"Pauline Webber",20729.465999999993,PW-19030
"Pauline Webber",20729.465999999993,PW-19030
"Craig Yedwab",17400.126000000004,CY-12745
"Bart Watters",28502.15799999999,BW-11110
"Eugene Barchas",18426.826,EB-14110
"Annie Thurman",22991.21399999998,AT-10735
"Jamie Kunitz",25669.019999999993,JK-15205
"Adam Shillingsburg",19531.809999999998,AS-10090
"Thomas Seio",32226.64,TS-21205
"Sean Miller",150258.40000000008,SM-20320
"Brosina Hoffman",37532.05100000001,BH-11710
"Joseph Airdo",38852.873999999974,JA-15970
"Toby Gnade",18350.271999999997,TG-21310
"Carol Adams",22738.32279999999,CA-11965
"Damala Kotsonis",19521.183999999997,DK-12835
"Daniel Raglin",50105.21799999997,DR-12940
"Jeremy Pistek",21437.644000000004,JP-15520
"Trudy Schmidt",20208.493999999995,TS-21655
"Nathan Mautz",38756.043999999994,NM-18445
"Eugene Hildebrand",18078.853000000003,EH-14125
"Dan Campbell",20017.01799999999,DC-12850
"Lindsay Shagiari",17931.923999999988,LS-16975
"Rob Williams",19641.900000000005,RW-19630
"Joe Elijah",52033.06299999998,JE-15715
"Julie Kriz",17594.934,JK-16120
"Dean percer",43192.61100000003,Dp-13240
"Paul Prost",42455.51999999999,PP-18955
"Katharine Harms",19877.213999999996,KH-16330
"Damala Kotsonis",19521.183999999997,DK-12835
"Mark Cousins",26592.837999999996,MC-17425
"Rick Wilson",44384.40099999998,RW-19540
"David Smith",17290.812799999992,DS-13180
"Shahid Collister",35365.084,SC-20380
"Katharine Harms",19877.213999999996,KH-16330
"Sung Pak",24171.437999999987,SP-20860
"Jim Karlsson",22560.17799999999,JK-15625
"Edward Hooks",60035.830000000016,EH-13765
"Matt Abelman",25683.721,MA-17560
"Bill Shonely",63009.90300000003,BS-11365
"Rob Dowd",17477.393999999997,RD-19585
"Karen Daniels",49694.158,KD-16270
"Anna Andreadi",26735.394999999993,AA-10645
"Anna Andreadi",26735.394999999993,AA-10645
"Quincy Jones",36650.038000000015,QJ-19255
"Barry Französisch",17194.68600000001,BF-11020
"Nora Paige",23379.842,NP-18670
"Harry Marie",48893.04480000001,HM-14860
"Jill Fjeld",25189.932000000015,JF-15565
"Paul Van Hugh",17256.29600000001,PV-18985
"Dean Katz",24755.044,DK-13225
"Craig Molinari",23906.702400000013,CM-12715
"Sylvia Foulston",19841.221000000005,SF-20965
"Cassandra Brandow",36169.42700000001,CB-12025
"Tamara Chand",114107.09799999998,TC-20980
"Luke Weiss",32523.114000000005,LW-17215
"Noel Staavos",17788.923000000006,NS-18640
"Janet Martin",18872.17399999999,JM-15250
"Randy Ferguson",19854.849999999995,RF-19345
"Kristen Hastings",35207.109,KH-16690
"Lindsay Castell",19479.775999999998,LC-16960
"Noel Staavos",17788.923000000006,NS-18640
"Meg Tillman",17340.838999999996,MT-17815
"Sharelle Roach",19400.880999999998,SR-20425
"Dennis Kane",19910.936000000005,DK-13375
"Rick Huthwaite",41772.83999999998,RH-19510
"Sarah Brown",38465.996,SB-20185
"John Murray",45750.42599999998,JM-15865
"Rick Wilson",44384.40099999998,RW-19540
"Frank Preis",24280.495999999996,FP-14320
"Joseph Airdo",38852.873999999974,JA-15970
"Trudy Schmidt",20208.493999999995,TS-21655
"Jonathan Doherty",38738.755999999994,JD-15895
"Rob Dowd",17477.393999999997,RD-19585
"Anna Gayman",20934.339599999996,AG-10675
"Eugene Moren",26629.982,EM-14140
"Carol Adams",22738.32279999999,CA-11965
"Raymond Buch",90704.08899999998,RB-19360
"Patrick Gardner",18521.406999999992,PG-18820
"Karen Bern",18915.664999999997,KB-16240
"Rick Bensley",27339.415999999997,RB-19465
"Liz Thompson",17617.552000000007,LT-17110
"Anna Häberlin",47329.79399999998,AH-10690
"Adam Bellavance",46396.06999999999,AB-10060
"Sam Zeldin",21554.633,SZ-20035
"Toby Gnade",18350.271999999997,TG-21310
"Shahid Shariari",18340.857000000004,SS-20410
"Arthur Gainer",27064.747000000003,AG-10900
"Christopher Conant",72774.47200000001,CC-12370
"Lena Radford",30857.341999999975,LR-16915
"David Bremer",17590.267999999996,DB-13120
