"Customer Name",TotalSales,SalesRank
"Aaron Smayling",18210.182000000008,275
"Zuschuss Donatelli",8963.644,516
"Karen Ferguson",63625.56599999999,18
"Benjamin Patterson",7088.940000000001,583
"Chuck Clark",17220.299999999985,298
"Doug Bickford",11934.300000000001,439
"Tony Chapman",6618.116,596
"Nick Zandusky",14929.960000000003,356
"Sean Wendt",6114.244000000001,617
"Todd Sumrall",71315.221,11
"Denise Monton",24446.82199999998,169
"Richard Eichhorn",4890.952,667
"Justin Deggeller",52968.23049999999,27
"Benjamin Farhat",9511.012000000002,499
"Max Ludwig",12431.463999999994,429
"Yoseph Carroll",32726.1,99
"Lena Radford",30857.341999999975,112
"Bruce Stewart",14954.099999999997,355
"Katherine Murray",33658.44599999999,91
"Bradley Talbott",16106.991999999998,325
"Katrina Bavinger",5452.921,643
"Dianna Wilson",31541.098000000005,106
"Tom Prescott",31973.904799999993,105
"Daniel Byrd",13029.649000000001,413
"Brosina Hoffman",37532.05100000001,70
"Tamara Dahlen",8607.348000000004,529
"Cynthia Voltz",14221.9636,374
"Christine Sundaresam",19212.962000000003,250
"Jason Gross",13186.796000000002,406
"Julie Prescott",10246.260000000002,478
"Erin Creighton",2771.463999999999,724
"Ken Heidel",23513.76600000001,180
"Frank Gastineau",8298.793999999996,542
"Andrew Allen",10697.222,468
"Maxwell Schwartz",18831.432000000015,261
"Jim Epp",46529.82599999999,42
"Eugene Barchas",18426.826,269
"Becky Pak",10152.895999999995,481
"Chad Cunningham",10591.379999999997,469
"Jennifer Patt",9921.483000000004,488
"Lindsay Shagiari",17931.923999999988,278
"John Lucas",16351.505999999994,319
"Craig Yedwab",17400.126000000004,292
"Raymond Buch",90704.08899999998,3
"Anthony Rawles",27139.985999999986,137
"Cari Sayre",7603.194,564
"Anthony Rawles",27139.985999999986,137
"Ross DeVincentis",6825.665999999998,590
"Keith Herrera",35717.159,81
"Natalie Fritzler",49936.92599999998,31
"Suzanne McNair",33380.39200000002,93
"Gary Hansen",16846.206999999995,307
"Eleni McCrary",15402.010000000002,343
"Dean Braden",13228.928999999996,401
"Pete Takahito",923.45,771
"Herbert Flentye",15198.964000000005,348
"Katrina Willman",26499.12000000001,146
"Kimberly Carter",6876.299999999999,589
"Pete Kriz",48951.90400000001,35
"Kean Takahito",18342.600000000002,271
"Emily Phan",32868.36079999999,98
"Arthur Prichep",19941.305999999975,228
"Shahid Hopkins",13084.218000000003,411
"Suzanne McNair",33380.39200000002,93
"Brian Moss",43702.86699999998,49
"Tamara Chand",114107.09799999998,2
"Ken Black",16456.557999999986,317
"Justin Ellison",16183.498,323
"Daniel Raglin",50105.21799999997,30
"Rob Williams",19641.900000000005,237
"Michelle Lonsdale",4087.441999999999,694
"Jack Lebron",7289.705999999998,576
"Corinna Mitchell",38037.357599999996,67
"Eric Hoffmann",4105.071,693
"Toby Braunhardt",13190.750000000002,405
"Aaron Hawkins",10468.2,471
"Ted Trevino",29493.552,118
"Ruben Dartt",18803.524000000005,262
"Laura Armstrong",51789.17200000004,29
"Sally Hughsby",16645.53950000001,312
"Sarah Foster",20536.686,220
"Tiffany House",6133.250999999999,616
"Vivek Gonzalez",4165.790000000001,690
"Naresj Patel",33177.72000000001,94
"Frank Hawley",25144.254000000015,163
"Jennifer Patt",9921.483000000004,488
"Erin Smith",27891.115999999987,131
"Ken Lonsdale",84431.51700000004,7
"Bradley Nguyen",8756.044000000002,522
"Natalie DeCherney",25688.338999999996,154
"Jack Lebron",7289.705999999998,576
"Roy Collins",5798.459000000002,629
"Cindy Chapman",9956.688,487
"David Wiener",6484.551,602
"Cyma Kinney",9492.659,500
"Emily Grady",10992.119999999995,462
"Sarah Jordon",8034.472000000006,549
"Ben Peterman",21661.743,208
"Sanjit Jacobs",22667.279999999984,197
"Matt Collister",14175.056999999999,375
"Bruce Geld",6038.105999999999,620
"Matt Abelman",25683.721,155
"Chris Cortes",23415.172,183
"Ruben Ausman",22993.91400000001,188
"Damala Kotsonis",19521.183999999997,241
"Laurel Beltran",29069.96399999997,123
"Candace McMahon",10043.338,485
"Thomas Seio",32226.64,102
"Randy Ferguson",19854.849999999995,231
"Jill Fjeld",25189.932000000015,162
"Evan Henry",5461.0859999999975,642
"Victoria Wilson",36676.202,74
"Kean Nguyen",13031.812000000002,412
"Sarah Jordon",8034.472000000006,549
"Penelope Sewall",41061.78400000001,55
"Kalyca Meade",12805.447999999999,423
"Greg Maxwell",36299.76599999998,77
"Kean Takahito",18342.600000000002,271
"Maya Herman",13222.678000000002,402
"Art Foster",5169.414999999999,656
"Julie Prescott",10246.260000000002,478
"Rob Dowd",17477.393999999997,291
"Jason Fortune-",5730.723999999998,632
"Clytie Kelty",14236.499999999996,372
"Keith Herrera",35717.159,81
"Corinna Mitchell",38037.357599999996,67
"Emily Burns",16603.319000000003,315
"Mitch Willingham",31523.275999999998,107
"Carlos Soltero",18166.45499999999,276
"Stefania Perrino",32641.91900000001,100
"Grant Thornton",56107.212,22
"Luke Weiss",32523.114000000005,101
"Aaron Hawkins",10468.2,471
"Thea Hendricks",14536.974,365
"Hunter Glantz",22141.683999999994,204
"Edward Becker",19001.331999999984,255
"Steven Cartwright",31357.210000000014,109
"Tony Sayre",13459.674,393
"Tracy Hopkins",25377.35599999999,160
"Karen Daniels",49694.158,32
"Gary Mitchum",18471.774,268
"Patrick Ryan",11041.078000000005,459
"Ted Butterfield",8807.331,520
"Odella Nelson",9405.119999999997,507
"Alan Haines",9524.701999999997,498
"Andrew Roberts",1589.2139999999997,755
"Brian Moss",43702.86699999998,49
"Christine Abelman",8406.473999999998,537
"Nicole Fjeld",12188.872000000003,435
"Art Ferguson",12317.458000000002,433
"Tracy Collins",4155.068000000001,691
"Dean percer",43192.61100000003,51
"Mark Cousins",26592.837999999996,145
"Liz Carlisle",12387.003999999997,431
"Brian Moss",43702.86699999998,49
"Natalie Webber",43404.114000000016,50
"Toby Braunhardt",13190.750000000002,405
"Bruce Stewart",14954.099999999997,355
"Sean O'Donnell",15615.475499999995,336
"Cindy Schnelling",6422.3385,603
"Philisse Overcash",29358.293,120
"Tamara Dahlen",8607.348000000004,529
"Stefania Perrino",32641.91900000001,100
"Maribeth Schnelling",41089.809999999954,54
"Dean percer",43192.61100000003,51
"Duane Benoit",6931.2519999999995,587
"Matthew Grinstein",22711.676000000007,196
"Evan Henry",5461.0859999999975,642
"Karen Ferguson",63625.56599999999,18
"Dave Hallsten",29597.221999999998,116
"Laura Armstrong",51789.17200000004,29
"Henia Zydlo",5319.120000000002,648
"Charlotte Melton",8850.844,518
"Laurel Beltran",29069.96399999997,123
"Jeremy Farry",6497.517999999998,600
"Greg Maxwell",36299.76599999998,77
"Sonia Sunley",2510.9400000000005,730
"Tony Chapman",6618.116,596
"Chuck Clark",17220.299999999985,298
"Clay Ludtke",65283.34599999998,16
"Deanra Eno",9530.764000000001,497
"Sam Zeldin",21554.633,209
"Luke Foster",23583.108999999993,177
"Alan Barnes",6683.087999999998,594
"Neoma Murray",12740.097,424
"Ryan Akin",10121.572499999998,483
"Phillina Ober",6341.108,606
"Kelly Andreada",9117.055999999997,513
"Justin Deggeller",52968.23049999999,27
"Jack O'Briant",19529.699,240
"Laurel Elliston",8816.699999999997,519
"Anna Häberlin",47329.79399999998,41
"Kristina Nunn",12888.180000000004,420
"Tim Brockman",9417.542000000005,504
"Dennis Pardue",32884.37400000002,97
"Kristina Nunn",12888.180000000004,420
"Shui Tom",2600.039999999999,727
"Emily Burns",16603.319000000003,315
"Alan Hwang",28832.093999999997,124
"Adam Shillingsburg",19531.809999999998,239
"Elizabeth Moffitt",13946.158000000001,381
"Kelly Andreada",9117.055999999997,513
"Heather Jas",2148.5999999999995,740
"Natalie DeCherney",25688.338999999996,154
"Edward Hooks",60035.830000000016,20
"Mark Hamilton",14737.082000000004,360
"Carl Ludwig",6590.579999999996,597
"Sylvia Foulston",19841.221000000005,232
"Emily Phan",32868.36079999999,98
"Rob Williams",19641.900000000005,237
"Shirley Jackson",7142.2260000000015,580
"Stefania Perrino",32641.91900000001,100
"Pauline Johnson",10945.383999999998,464
"Corey Catlett",15243.781000000006,346
"Muhammed Yedwab",24806.396000000008,164
"Dean Braden",13228.928999999996,401
"Michael Grace",7457.032999999997,572
"Rob Haberlin",12514.440000000006,427
"Karen Bern",18915.664999999997,258
"Cathy Armstrong",10078.324000000002,484
"Joe Kamberova",28619.450000000004,126
"Russell D'Ascenzo",5825.691999999999,627
"Julie Kriz",17594.934,287
"Sam Craven",20177.7636,225
"Helen Wasserman",55801.50399999999,23
"Stuart Calhoun",1675.5059999999994,749
"Helen Andreada",15505.008000000013,339
"Michael Grace",7457.032999999997,572
"Dario Medina",7932.183999999998,553
"Denise Monton",24446.82199999998,169
"Marina Lichtenstein",16337.042999999992,321
"George Ashbrook",23518.625999999997,179
"Stephanie Ulpright",15572.263999999996,337
"Bill Donatelli",34033.070999999996,88
"Denny Blanton",10215.298000000004,480
"Roy Phan",13024.266,414
"Edward Hooks",60035.830000000016,20
"John Lee",56418.10300000005,21
"Fred McMath",15139.565999999997,350
"Sean Braxton",48347.341000000015,37
"Seth Vernon",68523.84600000002,14
"Michael Moore",22764.429999999997,194
"Ross DeVincentis",6825.665999999998,590
"Maria Etezadi",63815.51800000002,17
"Frank Hawley",25144.254000000015,163
"Patrick O'Donnell",14959.313999999995,354
"Clay Cheatham",683.0320000000002,778
"Tony Sayre",13459.674,393
"Maribeth Dona",22598.382,198
"Guy Thornton",1358.5860000000002,762
"Robert Dilbeck",16719.782000000007,311
"Daniel Byrd",13029.649000000001,413
"Jim Kriz",28514.691999999985,127
"Fred Chung",23195.046000000006,187
"Joni Wasserman",7464.536000000001,571
"Dan Campbell",20017.01799999999,227
"Frank Merwin",22417.19800000001,202
"Meg Tillman",17340.838999999996,295
"Dave Kipp",15903.307000000003,330
"Keith Dawkins",49087.45600000001,34
"Aleksandra Gannaway",2095.56,741
"Mick Hernandez",33018.54300000001,96
"Amy Cox",33167.09599999999,95
"Frank Merwin",22417.19800000001,202
"Ralph Arnett",15636.432,334
"James Galang",38198.392,66
"Nick Zandusky",14929.960000000003,356
"Kalyca Meade",12805.447999999999,423
"Logan Currie",15630.611999999992,335
"Nora Preis",47419.08250000001,40
"Randy Bradley",6049.196000000001,618
"Tracy Hopkins",25377.35599999999,160
"Clytie Kelty",14236.499999999996,372
"Shui Tom",2600.039999999999,727
"George Bell",8138.88,546
"Nick Crebassa",49450.43899999998,33
"Alejandro Ballentine",5388.484,646
"Stewart Carmichael",26956.056999999993,139
"Jasper Cacioppo",404.0349999999999,783
"Ralph Arnett",15636.432,334
"Sally Hughsby",16645.53950000001,312
"John Castell",16632.355000000003,313
"Becky Castell",17602.026,286
"Joseph Holt",47729.948,39
"Corey Catlett",15243.781000000006,346
"Darren Budd",17035.377200000003,304
"Paul Prost",42455.51999999999,52
"Michael Chen",22834.263999999992,193
"Vicky Freymann",4918.7339999999995,665
"Marc Crier",16338.185999999987,320
"Dean Braden",13228.928999999996,401
"Ashley Jarboe",11035.439999999997,460
"Christine Phan",35329.77500000001,85
"Dorothy Badders",23452.802799999998,181
"Edward Becker",19001.331999999984,255
"Jennifer Patt",9921.483000000004,488
"Sample Company A",27747.42200000001,133
"Frank Merwin",22417.19800000001,202
"Tim Brockman",9417.542000000005,504
"Eugene Hildebrand",18078.853000000003,277
"Maris LaWare",17529.05,290
"Matt Hagelstein",7516.799999999998,569
"Brian Thompson",19180.501999999993,251
"Jasper Cacioppo",404.0349999999999,783
"Dean Braden",13228.928999999996,401
"Denny Ordway",7183.861499999997,579
"Frank Atkinson",17904.303999999996,280
"Quincy Jones",36650.038000000015,75
"Odella Nelson",9405.119999999997,507
"Alan Dominguez",36605.99999999999,76
"Maureen Fritzler",5622.289000000001,636
"Dave Hallsten",29597.221999999998,116
"Edward Nazzal",12829.446000000002,422
"Saphhira Shifley",7737.297999999999,560
"Roland Schwarz",22991.580000000005,189
"Joni Wasserman",7464.536000000001,571
"Jim Karlsson",22560.17799999999,199
"Jesus Ocampo",6530.207999999999,599
"Theone Pippenger",26724.356,143
"Brendan Sweed",14729.577999999994,361
"Alejandro Ballentine",5388.484,646
"Frank Olsen",15736.987999999998,332
"Maureen Fritzler",5622.289000000001,636
"Sue Ann Reed",28251.12549999999,130
"Sally Hughsby",16645.53950000001,312
"Janet Lee",13222.199999999995,403
"Ken Heidel",23513.76600000001,180
"Roland Murray",590.1,779
"Vivian Mathis",2284.140000000001,734
"Logan Haushalter",9961.854999999996,486
"William Brown",36148.859999999986,79
"Arthur Prichep",19941.305999999975,228
"Russell Applegate",28688.117000000013,125
"Dan Reichenbach",37483.20599999999,72
"Jason Gross",13186.796000000002,406
"Lena Cacioppo",15157.131999999992,349
"George Bell",8138.88,546
"Chloris Kastensmidt",18929.004999999997,257
"Theresa Swint",9409.494000000006,506
"Michelle Huthwaite",17909.697999999993,279
"Dario Medina",7932.183999999998,553
"Joel Jenkins",1170.0000000000002,766
"Ken Black",16456.557999999986,317
"Charles McCrossin",15199.913999999999,347
"Roland Fjeld",14047.795999999991,379
"Jay Kimmel",16257.732000000007,322
"Parhena Norris",8802.951999999996,521
"Luke Foster",23583.108999999993,177
"Rick Huthwaite",41772.83999999998,53
"Matt Collins",5553.365000000002,638
"Michael Nguyen",14814.241999999998,358
"Eugene Hildebrand",18078.853000000003,277
"Tracy Collins",4155.068000000001,691
"Jonathan Doherty",38738.755999999994,63
"Ivan Liston",30244.435999999987,115
"Sean Wendt",6114.244000000001,617
"Dennis Pardue",32884.37400000002,97
"Bill Tyler",13093.144000000002,409
"Jeremy Ellison",8332.132,540
"Ed Jacobs",12973.074000000002,417
"Bobby Elias",13568.638000000003,389
"Kelly Lampkin",26902.633999999984,140
"Nathan Cano",13313.940000000002,397
"Anna Häberlin",47329.79399999998,41
"Pete Kriz",48951.90400000001,35
"Nathan Gelder",8375.637999999999,539
"Zuschuss Donatelli",8963.644,516
"Natalie Webber",43404.114000000016,50
"Harry Greene",4713.727999999998,673
"Craig Carroll",17124.714999999993,300
"John Grady",9042.117999999997,515
"Rick Wilson",44384.40099999998,46
"Lycoris Saunders",2213.2800000000007,737
"Muhammed Yedwab",24806.396000000008,164
"Jim Mitchum",5189.697,654
"Kunst Miller",29456.821999999986,119
"Katrina Edelman",9760.0832,492
"Todd Sumrall",71315.221,11
"Sam Zeldin",21554.633,209
"Joel Eaton",38402.704999999994,65
"Michael Stewart",5130.716,659
"Duane Huffman",6258.545999999999,610
"Guy Thornton",1358.5860000000002,762
"Gary Hansen",16846.206999999995,307
"Darrin Martin",37484.172000000006,71
"Toby Carlisle",25571.102000000006,158
"Julie Kriz",17594.934,287
"Nathan Cano",13313.940000000002,397
"Astrea Jones",3775.498,705
"Lena Creighton",44380.67400000002,47
"Giulietta Weimer",13134.119,407
"Sean Christensen",23826.364000000005,175
"Jay Fein",11471.043999999998,445
"Darrin Martin",37484.172000000006,71
"Emily Phan",32868.36079999999,98
"John Grady",9042.117999999997,515
"Peter Fuller",53882.94599999998,25
"David Wiener",6484.551,602
"Clytie Kelty",14236.499999999996,372
"Craig Carreira",13618.151500000005,388
"Stewart Visinsky",24631.905000000013,168
"Sung Pak",24171.437999999987,171
"Maxwell Schwartz",18831.432000000015,261
"Tony Chapman",6618.116,596
"Sanjit Jacobs",22667.279999999984,197
"David Smith",17290.812799999992,296
"Stuart Calhoun",1675.5059999999994,749
"Shahid Hopkins",13084.218000000003,411
"Sylvia Foulston",19841.221000000005,232
"Maureen Gastineau",14101.187999999998,378
"Christopher Schild",21911.158499999998,206
"Valerie Takahito",10419.596000000003,472
"Adrian Barton",86133.66100000001,5
"Muhammed MacIntyre",4652.464000000002,676
"Maris LaWare",17529.05,290
"Keith Dawkins",49087.45600000001,34
"Roland Fjeld",14047.795999999991,379
"Sean Christensen",23826.364000000005,175
"Bradley Nguyen",8756.044000000002,522
"John Stevenson",23208.07,186
"Vivek Grady",2564.2220000000007,728
"Anthony Witt",3896.226,700
"Lycoris Saunders",2213.2800000000007,737
"Mark Hamilton",14737.082000000004,360
"Toby Swindell",5830.384000000001,626
"Eric Hoffmann",4105.071,693
"Maureen Gnade",8053.732000000003,548
"Denny Ordway",7183.861499999997,579
"Art Ferguson",12317.458000000002,433
"Steve Nguyen",18767.8092,264
"Mary O'Rourke",5534.937,640
"Odella Nelson",9405.119999999997,507
"Sanjit Chand",84854.03399999999,6
"Maurice Satty",9680.351999999999,494
"Duane Noonan",12838.73999999999,421
"Raymond Buch",90704.08899999998,3
"Nicole Hansen",16039.740000000003,326
"Emily Ducich",20909.470000000005,217
"Pierre Wener",23269.864999999994,185
"Denise Monton",24446.82199999998,169
"Don Weiss",2064.480000000001,742
"Eugene Hildebrand",18078.853000000003,277
"Katrina Edelman",9760.0832,492
"Susan Pistek",23944.03899999999,172
"Penelope Sewall",41061.78400000001,55
"Janet Martin",18872.17399999999,259
"Eric Barreto",5667.600000000001,635
"Frank Gastineau",8298.793999999996,542
"Tiffany House",6133.250999999999,616
"Paul Lucas",1436.9310000000003,758
"Christopher Conant",72774.47200000001,10
"Jessica Myrick",10400.693000000001,475
"Karen Ferguson",63625.56599999999,18
"Charles Sheldon",5066.757999999999,662
"Andy Reiter",39650.69799999999,59
"Maxwell Schwartz",18831.432000000015,261
"David Bremer",17590.267999999996,288
"Dana Kaydos",23658.140000000014,176
"Michael Paige",23901.891999999996,174
"Dean percer",43192.61100000003,51
"Chris Cortes",23415.172,183
"Khloe Miller",2721.2380000000003,725
"Michael Kennedy",13814.168000000005,383
"Steven Cartwright",31357.210000000014,109
"Cindy Chapman",9956.688,487
"Beth Thompson",15405.955999999998,342
"Fred Harton",13627.733999999995,387
"Anna Andreadi",26735.394999999993,142
"Jack O'Briant",19529.699,240
"Sylvia Foulston",19841.221000000005,232
"Christine Sundaresam",19212.962000000003,250
"Steve Nguyen",18767.8092,264
"Jim Mitchum",5189.697,654
"Fred Harton",13627.733999999995,387
"Anthony Johnson",26348.941000000017,148
"Jill Fjeld",25189.932000000015,162
"Cari Sayre",7603.194,564
"Susan Pistek",23944.03899999999,172
"Katrina Edelman",9760.0832,492
"George Ashbrook",23518.625999999997,179
"Suzanne McNair",33380.39200000002,93
"Darren Koutras",10122.19,482
"Lena Creighton",44380.67400000002,47
"Xylona Preis",13922.458000000004,382
"Bryan Davis",3950.766,698
"Denise Leinenbach",3510.12,711
"Ken Heidel",23513.76600000001,180
"Tom Prescott",31973.904799999993,105
"Nora Pelletier",7372.197999999999,573
"Steve Carroll",7527.839999999998,568
"Dana Kaydos",23658.140000000014,176
"Suzanne McNair",33380.39200000002,93
"Lynn Smith",6048.836000000001,619
"Katrina Edelman",9760.0832,492
"Matthew Clasen",4770.903999999999,671
"Dean percer",43192.61100000003,51
"Linda Cazamias",26886.962000000014,141
"Lena Hernandez",13771.931999999995,384
"Thomas Boland",21474.123999999996,211
"John Murray",45750.42599999998,45
"Katrina Willman",26499.12000000001,146
"Sanjit Chand",84854.03399999999,6
"Zuschuss Carroll",48126.785,38
"Rick Bensley",27339.415999999997,136
"Jay Kimmel",16257.732000000007,322
"Dorothy Dickinson",1617.192,753
"Marc Crier",16338.185999999987,320
"Dionis Lloyd",21235.921999999995,213
"Noah Childs",10930.491999999997,465
"Amy Cox",33167.09599999999,95
"Toby Swindell",5830.384000000001,626
"Michael Moore",22764.429999999997,194
"Liz Pelletier",4539.606000000001,679
"Brooke Gillingham",11245.071999999998,453
"Gary Zandusky",26130.899999999987,151
"John Lee",56418.10300000005,21
"Denny Ordway",7183.861499999997,579
"Ann Blume",9095.161999999997,514
"Karl Braun",9416.714000000004,505
"Ted Trevino",29493.552,118
"Paul Van Hugh",17256.29600000001,297
"Dorothy Dickinson",1617.192,753
"Keith Dawkins",49087.45600000001,34
"Ralph Arnett",15636.432,334
"Sonia Sunley",2510.9400000000005,730
"John Huston",3173.5100000000007,718
"Eugene Hildebrand",18078.853000000003,277
"Tom Prescott",31973.904799999993,105
"Randy Bradley",6049.196000000001,618
"Cassandra Brandow",36169.42700000001,78
"Michael Paige",23901.891999999996,174
"Scot Wooten",5551.098000000001,639
"Suzanne McNair",33380.39200000002,93
"Arthur Prichep",19941.305999999975,228
"Amy Hunt",14438.6316,366
"Emily Phan",32868.36079999999,98
"Tracy Poddar",11619.740000000002,444
"Anthony Rawles",27139.985999999986,137
"Heather Jas",2148.5999999999995,740
"Jay Kimmel",16257.732000000007,322
"Jay Fein",11471.043999999998,445
"Eileen Kiefer",7820.878,557
"Roland Schwarz",22991.580000000005,189
"Ben Ferrer",35447.82199999999,83
"Joe Kamberova",28619.450000000004,126
"Cyra Reiten",8285.032399999998,543
"Aleksandra Gannaway",2095.56,741
"Charles McCrossin",15199.913999999999,347
"Susan Gilcrest",246.47200000000004,788
"Charles Sheldon",5066.757999999999,662
"Hunter Lopez",77239.798,8
"Darrin Martin",37484.172000000006,71
"Heather Kirkland",29266.783999999985,121
"Bruce Geld",6038.105999999999,620
"Clytie Kelty",14236.499999999996,372
"Roland Fjeld",14047.795999999991,379
"Caroline Jumper",66478.442,15
"Matt Abelman",25683.721,155
"Anne McFarland",33923.16200000001,89
"Angele Hood",4431.004,683
"Peter Fuller",53882.94599999998,25
"Rick Duston",22458.23,201
"Jeremy Lonsdale",18856.446000000007,260
"Ann Blume",9095.161999999997,514
"Nick Crebassa",49450.43899999998,33
"Tom Boeckenhauer",54076.44199999998,24
"Ellis Ballard",26067.058,153
"William Brown",36148.859999999986,79
"Steven Roelle",26075.286000000007,152
"Vivek Grady",2564.2220000000007,728
"Linda Southworth",17071.62,303
"Matt Abelman",25683.721,155
"Neil Französisch",2263.012,735
"Michael Dominguez",7229.460000000001,577
"Maria Zettner",2544.238,729
"Ken Brennan",5845.314000000001,624
"Michelle Arnett",14719.733999999999,364
"Maria Etezadi",63815.51800000002,17
"Jonathan Doherty",38738.755999999994,63
"Lindsay Shagiari",17931.923999999988,278
"Shirley Jackson",7142.2260000000015,580
"Bill Shonely",63009.90300000003,19
"Ralph Arnett",15636.432,334
"Troy Staebel",16811.284000000003,308
"Ken Black",16456.557999999986,317
"Muhammed MacIntyre",4652.464000000002,676
"Lori Olson",3866.1,702
"Ricardo Sperren",19327.739999999998,247
"Cindy Chapman",9956.688,487
"Kean Thornton",27852.58839999999,132
"Emily Phan",32868.36079999999,98
"Anne McFarland",33923.16200000001,89
"Stefanie Holloman",12578.342,426
"Laura Armstrong",51789.17200000004,29
"Sarah Foster",20536.686,220
"Andrew Gjertsen",14032.078999999998,380
"Kean Nguyen",13031.812000000002,412
"Nicole Fjeld",12188.872000000003,435
"Bill Shonely",63009.90300000003,19
"Robert Marley",35806.386,80
"Adrian Barton",86133.66100000001,5
"Carol Adams",22738.32279999999,195
"Erica Hernandez",7317.130000000001,575
"Odella Nelson",9405.119999999997,507
"Emily Burns",16603.319000000003,315
"David Wiener",6484.551,602
"Maria Bertelson",8563.975999999999,532
"Tiffany House",6133.250999999999,616
"Patrick O'Brill",44204.03419999999,48
"Deanra Eno",9530.764000000001,497
"Mary O'Rourke",5534.937,640
"Angele Hood",4431.004,683
"Chris Selesnick",16180.795999999997,324
"William Brown",36148.859999999986,79
"Stefania Perrino",32641.91900000001,100
"Alan Barnes",6683.087999999998,594
"Helen Andreada",15505.008000000013,339
"Debra Catini",7047.718000000001,584
"Shui Tom",2600.039999999999,727
"Karl Braun",9416.714000000004,505
"Todd Boyes",4932.835999999999,664
"John Castell",16632.355000000003,313
"Patrick O'Brill",44204.03419999999,48
"Sung Shariari",5299.2699999999995,653
"Roger Demir",8518.437,534
"Gary Zandusky",26130.899999999987,151
"Steve Nguyen",18767.8092,264
"Dana Kaydos",23658.140000000014,176
"Vivian Mathis",2284.140000000001,734
"Giulietta Baptist",27566.027999999977,135
"Natalie DeCherney",25688.338999999996,154
"Magdelene Morse",7884.1230000000005,555
"Mark Van Huff",9254.359999999999,508
"Jack Lebron",7289.705999999998,576
"Alex Grayson",3965.8220000000015,696
"Michael Dominguez",7229.460000000001,577
"Rose O'Brian",22892.82799999999,192
"Ralph Ritter",3695.582,706
"Christine Phan",35329.77500000001,85
"Lauren Leatherbury",16447.203999999998,318
"Nat Carroll",14768.453999999996,359
"Helen Andreada",15505.008000000013,339
"Michelle Arnett",14719.733999999999,364
"Lena Hernandez",13771.931999999995,384
"Sean Braxton",48347.341000000015,37
"Beth Thompson",15405.955999999998,342
"Paul Stevenson",7671.888999999998,562
"Trudy Brown",16786.068,310
"Russell Applegate",28688.117000000013,125
"Bart Pistole",14397.29,367
"Carlos Daly",12203.817999999994,434
"Ken Black",16456.557999999986,317
"Scot Wooten",5551.098000000001,639
"Anna Häberlin",47329.79399999998,41
"John Lee",56418.10300000005,21
"Gary Zandusky",26130.899999999987,151
"Roy Collins",5798.459000000002,629
"Clay Ludtke",65283.34599999998,16
"Mitch Webber",32051.39999999999,104
"Barbara Fisher",3514.808000000001,710
"Steve Nguyen",18767.8092,264
"Toby Braunhardt",13190.750000000002,405
"Jennifer Braxton",10749.705,467
"Alan Hwang",28832.093999999997,124
"Ken Lonsdale",84431.51700000004,7
"Mark Hamilton",14737.082000000004,360
"Erin Creighton",2771.463999999999,724
"Greg Hansen",881.6407999999999,772
"Sanjit Chand",84854.03399999999,6
"Todd Boyes",4932.835999999999,664
"David Wiener",6484.551,602
"Clay Ludtke",65283.34599999998,16
"Liz Thompson",17617.552000000007,285
"Arthur Prichep",19941.305999999975,228
"Christy Brittain",11137.609999999999,457
"Meg Tillman",17340.838999999996,295
"Dennis Kane",19910.936000000005,229
"Steven Roelle",26075.286000000007,152
"Anna Andreadi",26735.394999999993,142
"Ann Steele",5000.448,663
"Matt Collins",5553.365000000002,638
"Sanjit Engle",73256.638,9
"Darrin Sayre",10573.262999999997,470
"Noel Staavos",17788.923000000006,281
"Kelly Andreada",9117.055999999997,513
"Don Jones",15010.138,352
"Maureen Gastineau",14101.187999999998,378
"Brian DeCherney",9228.709999999995,509
"Carlos Daly",12203.817999999994,434
"Xylona Preis",13922.458000000004,382
"Cathy Armstrong",10078.324000000002,484
"Janet Martin",18872.17399999999,259
"Joe Kamberova",28619.450000000004,126
"Craig Carreira",13618.151500000005,388
"Giulietta Weimer",13134.119,407
"Georgia Rosenberg",7706.280000000001,561
"Filia McAdams",14245.62,371
"Michael Stewart",5130.716,659
"Ben Ferrer",35447.82199999999,83
"Vivek Sundaresam",6335.930999999998,608
"Kalyca Meade",12805.447999999999,423
"Liz Preis",21920.398999999994,205
"Bruce Geld",6038.105999999999,620
"Ben Wallace",10357.379999999996,477
"Paul Stevenson",7671.888999999998,562
"Rob Beeghly",2860.7520000000013,720
"Julia West",8572.381000000003,530
"Neil Ducich",17360.755,293
"Linda Cazamias",26886.962000000014,141
"Bart Pistole",14397.29,367
"Roger Demir",8518.437,534
"Bill Eplett",25228.076,161
"Roland Schwarz",22991.580000000005,189
"Kelly Collister",23449.612,182
"Maria Bertelson",8563.975999999999,532
"Tanja Norvell",18781.370999999996,263
"Mike Caudle",9491.948000000006,501
"Vicky Freymann",4918.7339999999995,665
"Erin Smith",27891.115999999987,131
"Michael Kennedy",13814.168000000005,383
"Tony Molinari",6568.078,598
"Rob Lucas",37409.459999999985,73
"Neoma Murray",12740.097,424
"Eric Barreto",5667.600000000001,635
"Sheri Gordon",11308.797999999999,451
"Natalie DeCherney",25688.338999999996,154
"Candace McMahon",10043.338,485
"Emily Burns",16603.319000000003,315
"Harry Marie",48893.04480000001,36
"Sanjit Jacobs",22667.279999999984,197
"Dario Medina",7932.183999999998,553
"Matt Collins",5553.365000000002,638
"Duane Benoit",6931.2519999999995,587
"Nicole Fjeld",12188.872000000003,435
"Nathan Mautz",38756.043999999994,62
"Alejandro Ballentine",5388.484,646
