Row ID,Order ID,Customer Name,Segment,City,Region,Category,Sales,Subscription
4596,CA-2016-129868,Mike Caudle,Corporate,Los Angeles,West,Office Supplies,53.97,Premium
4597,CA-2016-140564,Tony Chapman,Home Office,Washington,East,Office Supplies,33.92,Premium
4598,US-2017-169502,Matthew Grinstein,Home Office,Milwaukee,Central,Office Supplies,21.81,Premium
4599,US-2017-169502,Matthew Grinstein,Home Office,Milwaukee,Central,Office Supplies,91.6,Premium
4600,CA-2015-146948,Michael Granlund,Home Office,Baltimore,East,Furniture,150.98,Premium
4601,CA-2015-146948,Michael Granlund,Home Office,Baltimore,East,Office Supplies,137.25,Premium
4602,CA-2015-146948,Michael Granlund,Home Office,Baltimore,East,Office Supplies,11.52,Premium
4603,US-2015-113327,Ben Ferrer,Home Office,Jacksonville,South,Office Supplies,18.272,Premium
4604,US-2015-113327,Ben Ferrer,Home Office,Jacksonville,South,Office Supplies,153.728,Premium
4605,US-2015-113327,Ben Ferrer,Home Office,Jacksonville,South,Office Supplies,12.224,Premium
4606,US-2015-113327,Ben Ferrer,Home Office,Jacksonville,South,Technology,167.944,Premium
4607,CA-2015-135020,Maxwell Schwartz,Consumer,Rochester,East,Technology,45.99,Premium
4608,CA-2015-135020,Maxwell Schwartz,Consumer,Rochester,East,Office Supplies,535.41,Premium
4609,CA-2015-135020,Maxwell Schwartz,Consumer,Rochester,East,Office Supplies,6.096,Premium
4610,CA-2015-135020,Maxwell Schwartz,Consumer,Rochester,East,Office Supplies,45.36,Premium
4611,US-2017-141852,Joel Eaton,Consumer,Oceanside,West,Furniture,47.12,Premium
4612,CA-2016-109407,Henry Goldwyn,Corporate,Gulfport,South,Office Supplies,31.36,Premium
4613,US-2017-165953,Emily Phan,Consumer,Jacksonville,South,Office Supplies,47.616,Premium
4614,US-2017-165953,Emily Phan,Consumer,Jacksonville,South,Office Supplies,23.48,Premium
4615,CA-2016-144540,Gary Hansen,Home Office,Houston,Central,Office Supplies,62.79,Premium
4616,CA-2016-144540,Gary Hansen,Home Office,Houston,Central,Office Supplies,28.44,Premium
4617,CA-2015-159863,David Smith,Corporate,Houston,Central,Technology,134.376,Premium
4618,CA-2015-117800,Tracy Hopkins,Home Office,Everett,East,Technology,589.9,Premium
4619,CA-2015-117800,Tracy Hopkins,Home Office,Everett,East,Furniture,542.94,Premium
4620,CA-2017-145219,Robert Marley,Home Office,Los Angeles,West,Technology,2879.952,Premium
4621,CA-2017-145219,Robert Marley,Home Office,Los Angeles,West,Office Supplies,90.48,Premium
4622,CA-2015-161214,Sylvia Foulston,Corporate,Wilmington,East,Office Supplies,77.55,Premium
4623,CA-2017-147228,Sean O'Donnell,Consumer,Columbia,South,Office Supplies,8.832,Premium
4624,CA-2017-147228,Sean O'Donnell,Consumer,Columbia,South,Office Supplies,177.536,Premium
4625,CA-2017-147228,Sean O'Donnell,Consumer,Columbia,South,Office Supplies,258.48,Premium
4626,CA-2017-147228,Sean O'Donnell,Consumer,Columbia,South,Furniture,14.136,Premium
4627,CA-2016-101336,Cyma Kinney,Corporate,New York City,East,Office Supplies,77.55,Premium
4628,CA-2016-101336,Cyma Kinney,Corporate,New York City,East,Office Supplies,24.88,Premium
4629,CA-2016-101336,Cyma Kinney,Corporate,New York City,East,Office Supplies,140.75,Premium
4630,CA-2016-101336,Cyma Kinney,Corporate,New York City,East,Office Supplies,36.63,Premium
4631,US-2015-126235,Guy Armstrong,Consumer,Mount Pleasant,Central,Furniture,17.14,Premium
4632,CA-2017-168396,Bruce Degenhardt,Consumer,San Francisco,West,Office Supplies,51.75,Premium
4633,CA-2017-168396,Bruce Degenhardt,Consumer,San Francisco,West,Furniture,123.96,Premium
4634,CA-2015-130456,David Smith,Corporate,San Francisco,West,Furniture,586.398,Premium
4635,CA-2015-130456,David Smith,Corporate,San Francisco,West,Office Supplies,80.98,Premium
4636,CA-2017-116288,Bill Stewart,Corporate,San Francisco,West,Office Supplies,242.94,Premium
4637,CA-2017-168228,Arthur Prichep,Consumer,Los Angeles,West,Office Supplies,123.92,Premium
4638,CA-2017-168228,Arthur Prichep,Consumer,Los Angeles,West,Office Supplies,12.39,Premium
4639,CA-2017-168228,Arthur Prichep,Consumer,Los Angeles,West,Office Supplies,47.3,Premium
4640,CA-2016-102162,Jill Fjeld,Consumer,Newport News,South,Technology,1599.92,Premium
4641,CA-2016-102162,Jill Fjeld,Consumer,Newport News,South,Office Supplies,11.09,Premium
4642,CA-2017-130141,Helen Abelman,Consumer,Fort Collins,West,Office Supplies,3.168,Premium
4643,CA-2017-130141,Helen Abelman,Consumer,Fort Collins,West,Furniture,579.136,Premium
4644,CA-2015-147501,Corey-Lock,Consumer,Seattle,West,Office Supplies,6.368,Premium
4645,CA-2015-147501,Corey-Lock,Consumer,Seattle,West,Technology,558.4,Premium
4646,CA-2016-143910,Becky Castell,Home Office,New York City,East,Furniture,145.764,Premium
4647,CA-2014-146885,Ellis Ballard,Corporate,Richmond,South,Office Supplies,13.62,Premium
4648,CA-2016-139556,Dennis Bolton,Home Office,New York City,East,Furniture,434.646,Premium
4649,CA-2017-129357,Ken Black,Corporate,Seattle,West,Office Supplies,440.19,Premium
4650,CA-2017-129357,Ken Black,Corporate,Seattle,West,Office Supplies,64.4,Premium
4651,CA-2017-150987,Adrian Hane,Home Office,San Francisco,West,Office Supplies,244.55,Premium
4652,CA-2017-150987,Adrian Hane,Home Office,San Francisco,West,Office Supplies,195.76,Premium
4653,CA-2017-132647,Gary Hansen,Home Office,Perth Amboy,East,Office Supplies,11.76,Premium
4654,CA-2017-132647,Gary Hansen,Home Office,Perth Amboy,East,Office Supplies,166.45,Premium
4655,CA-2017-159107,Kean Thornton,Consumer,San Francisco,West,Office Supplies,2.88,Premium
4656,CA-2014-160738,Katharine Harms,Corporate,Freeport,Central,Office Supplies,45.248,Premium
4657,CA-2015-112130,Stewart Visinsky,Consumer,Philadelphia,East,Office Supplies,59.904,Premium
4658,CA-2015-112130,Stewart Visinsky,Consumer,Philadelphia,East,Office Supplies,23.696,Premium
4659,CA-2015-112130,Stewart Visinsky,Consumer,Philadelphia,East,Office Supplies,7.968,Premium
4660,CA-2015-112130,Stewart Visinsky,Consumer,Philadelphia,East,Office Supplies,18.2,Premium
4661,CA-2015-112130,Stewart Visinsky,Consumer,Philadelphia,East,Technology,27.552,Premium
4662,CA-2015-112130,Stewart Visinsky,Consumer,Philadelphia,East,Furniture,844.116,Premium
4663,CA-2015-112130,Stewart Visinsky,Consumer,Philadelphia,East,Office Supplies,76.752,Premium
4664,CA-2016-111409,Patrick O'Brill,Consumer,Jacksonville,South,Office Supplies,3,Premium
4665,CA-2016-116232,Amy Cox,Consumer,Pembroke Pines,South,Office Supplies,7.506,Premium
4666,CA-2016-116232,Amy Cox,Consumer,Pembroke Pines,South,Office Supplies,16.56,Premium
4667,CA-2016-116547,Ken Black,Corporate,Seattle,West,Furniture,79.92,Premium
4668,CA-2016-116547,Ken Black,Corporate,Seattle,West,Technology,69.98,Premium
4669,US-2017-133200,Dorothy Badders,Corporate,Fort Worth,Central,Office Supplies,11.06,Premium
4670,US-2017-133200,Dorothy Badders,Corporate,Fort Worth,Central,Furniture,623.4648,Premium
4671,US-2017-133200,Dorothy Badders,Corporate,Fort Worth,Central,Office Supplies,772.68,Premium
4672,CA-2016-133550,Ken Lonsdale,Consumer,Detroit,Central,Office Supplies,283.14,Premium
4673,CA-2016-133550,Ken Lonsdale,Consumer,Detroit,Central,Technology,635.96,Premium
4674,CA-2016-133550,Ken Lonsdale,Consumer,Detroit,Central,Technology,118.99,Premium
4675,CA-2016-133550,Ken Lonsdale,Consumer,Detroit,Central,Furniture,272.94,Premium
4676,CA-2017-139416,Alejandro Grove,Consumer,Philadelphia,East,Furniture,15.008,Premium
4677,CA-2014-114510,Jason Fortune-,Consumer,Logan,West,Office Supplies,33.088,Premium
4678,CA-2014-114510,Jason Fortune-,Consumer,Logan,West,Office Supplies,80.98,Premium
4679,CA-2014-114510,Jason Fortune-,Consumer,Logan,West,Technology,82.8,Premium
4680,CA-2014-114510,Jason Fortune-,Consumer,Logan,West,Office Supplies,21.36,Premium
4681,CA-2014-114510,Jason Fortune-,Consumer,Logan,West,Office Supplies,62.048,Premium
4682,CA-2016-169215,Richard Eichhorn,Consumer,Auburn,East,Office Supplies,29.61,Premium
4683,CA-2016-127698,Mike Vittorini,Consumer,Raleigh,South,Technology,863.928,Premium
4684,CA-2016-159912,George Bell,Corporate,Philadelphia,East,Furniture,241.92,Premium
4685,CA-2016-159912,George Bell,Corporate,Philadelphia,East,Furniture,163.88,Premium
4686,CA-2016-159912,George Bell,Corporate,Philadelphia,East,Office Supplies,3.486,Premium
4687,CA-2016-159912,George Bell,Corporate,Philadelphia,East,Office Supplies,10.584,Premium
4688,CA-2016-101987,Hunter Lopez,Consumer,Richmond,Central,Technology,440.91,Premium
4689,US-2017-154851,Becky Pak,Consumer,Lancaster,East,Office Supplies,5.715,Premium
4690,CA-2014-138681,Carol Triggs,Consumer,Tucson,West,Furniture,51.968,Premium
4691,CA-2014-138681,Carol Triggs,Consumer,Tucson,West,Technology,71.976,Premium
4692,CA-2014-138681,Carol Triggs,Consumer,Tucson,West,Furniture,242.352,Premium
4693,CA-2014-138681,Carol Triggs,Consumer,Tucson,West,Office Supplies,221.92,Premium
4694,CA-2014-138681,Carol Triggs,Consumer,Tucson,West,Office Supplies,8.448,Premium
4695,US-2015-138121,John Lee,Consumer,Detroit,Central,Office Supplies,29.52,Premium
4696,US-2015-138121,John Lee,Consumer,Detroit,Central,Furniture,302.94,Premium
4697,US-2015-138121,John Lee,Consumer,Detroit,Central,Furniture,142.36,Premium
4698,US-2015-138121,John Lee,Consumer,Detroit,Central,Furniture,546.66,Premium
4699,US-2015-138121,John Lee,Consumer,Detroit,Central,Furniture,212.13,Premium
4700,CA-2017-140298,Julie Kriz,Home Office,Austin,Central,Office Supplies,5.248,Premium
4701,CA-2017-140298,Julie Kriz,Home Office,Austin,Central,Office Supplies,74.416,Premium
4702,CA-2017-140298,Julie Kriz,Home Office,Austin,Central,Office Supplies,6.848,Premium
4703,CA-2017-140298,Julie Kriz,Home Office,Austin,Central,Furniture,7.996,Premium
4704,CA-2016-166240,Dave Hallsten,Corporate,Houston,Central,Office Supplies,8.712,Premium
4705,CA-2016-158435,Arthur Gainer,Consumer,Waterbury,East,Office Supplies,65.17,Premium
4706,CA-2016-158435,Arthur Gainer,Consumer,Waterbury,East,Office Supplies,14.62,Premium
4707,CA-2016-158435,Arthur Gainer,Consumer,Waterbury,East,Furniture,173.24,Premium
4708,CA-2017-138149,William Brown,Consumer,Los Angeles,West,Office Supplies,895.92,Premium
4709,CA-2017-138149,William Brown,Consumer,Los Angeles,West,Office Supplies,130.71,Premium
4710,CA-2017-138149,William Brown,Consumer,Los Angeles,West,Office Supplies,11.68,Premium
4711,CA-2017-138149,William Brown,Consumer,Los Angeles,West,Technology,62.31,Premium
4712,CA-2014-112403,Jas O'Carroll,Consumer,Philadelphia,East,Office Supplies,0.852,Premium
4713,CA-2014-108273,Ed Jacobs,Consumer,Huntsville,Central,Office Supplies,36.288,Premium
4714,CA-2014-108273,Ed Jacobs,Consumer,Huntsville,Central,Furniture,56.568,Premium
4715,CA-2017-121643,Adrian Barton,Consumer,Portland,West,Technology,344.704,Premium
4716,US-2015-122910,Larry Tron,Consumer,Louisville,West,Technology,201.584,Premium
4717,CA-2017-143126,Corinna Mitchell,Home Office,Seattle,West,Furniture,521.96,Premium
4718,CA-2015-129042,Eric Murdock,Consumer,Baltimore,East,Office Supplies,8.22,Premium
4719,CA-2015-109736,Denny Joy,Corporate,San Francisco,West,Office Supplies,45.36,Premium
4720,CA-2015-142601,Deanra Eno,Home Office,Los Angeles,West,Office Supplies,947.17,Premium
4721,CA-2015-142601,Deanra Eno,Home Office,Los Angeles,West,Office Supplies,61.96,Premium
4722,CA-2014-106229,Nick Radford,Consumer,Aurora,Central,Furniture,268.935,Premium
4723,US-2017-135230,Christine Kargatis,Home Office,Seattle,West,Office Supplies,7.58,Premium
4724,CA-2016-159653,Jeremy Farry,Consumer,Athens,South,Office Supplies,14.73,Premium
4725,CA-2016-131968,Laurel Beltran,Home Office,Apopka,South,Office Supplies,9.888,Premium
4726,CA-2016-131968,Laurel Beltran,Home Office,Apopka,South,Office Supplies,671.544,Premium
4727,CA-2014-119151,Mike Pelletier,Home Office,New York City,East,Office Supplies,1117.92,Premium
4728,CA-2014-119151,Mike Pelletier,Home Office,New York City,East,Furniture,275.952,Premium
4729,CA-2014-123323,Lena Hernandez,Consumer,San Francisco,West,Office Supplies,123.144,Premium
4730,CA-2016-124681,Susan Vittorini,Consumer,Dallas,Central,Technology,15.576,Premium
4731,US-2015-103996,Richard Bierner,Consumer,San Diego,West,Office Supplies,212.64,Premium
4732,US-2015-103996,Richard Bierner,Consumer,San Diego,West,Office Supplies,9.87,Premium
4733,US-2015-103996,Richard Bierner,Consumer,San Diego,West,Technology,53.25,Premium
4734,US-2015-103996,Richard Bierner,Consumer,San Diego,West,Furniture,19.92,Premium
4735,CA-2016-120530,Dorris liebe,Corporate,New York City,East,Furniture,658.746,Premium
4736,CA-2015-155054,Penelope Sewall,Home Office,Lewiston,East,Office Supplies,8.26,Premium
4737,CA-2015-155054,Penelope Sewall,Home Office,Lewiston,East,Office Supplies,29.84,Premium
4738,CA-2015-155054,Penelope Sewall,Home Office,Lewiston,East,Technology,67.98,Premium
4739,CA-2015-105725,Guy Thornton,Consumer,Long Beach,West,Office Supplies,61.06,Premium
4740,CA-2015-105725,Guy Thornton,Consumer,Long Beach,West,Furniture,35.544,Premium
4741,CA-2017-164364,Christine Sundaresam,Consumer,Seattle,West,Office Supplies,9.96,Premium
4742,CA-2017-164364,Christine Sundaresam,Consumer,Seattle,West,Office Supplies,9.21,Premium
4743,CA-2017-164364,Christine Sundaresam,Consumer,Seattle,West,Office Supplies,27.93,Premium
4744,CA-2017-168123,Julia Dunbar,Consumer,Rochester,Central,Office Supplies,7.9,Premium
4745,CA-2017-168123,Julia Dunbar,Consumer,Rochester,Central,Office Supplies,221.16,Premium
4746,CA-2017-168123,Julia Dunbar,Consumer,Rochester,Central,Office Supplies,127.96,Premium
4747,CA-2017-168123,Julia Dunbar,Consumer,Rochester,Central,Office Supplies,18.69,Premium
4748,CA-2016-120005,Theresa Swint,Corporate,San Francisco,West,Office Supplies,25.35,Premium
4749,CA-2016-120005,Theresa Swint,Corporate,San Francisco,West,Furniture,35.28,Premium
4750,CA-2016-123526,Benjamin Venier,Corporate,Seattle,West,Office Supplies,33.4,Premium
4751,CA-2016-127649,Dionis Lloyd,Corporate,Spokane,West,Technology,837.6,Premium
4752,CA-2016-159989,Emily Burns,Consumer,Franklin,South,Technology,40.68,Premium
4753,CA-2017-103499,Erica Smith,Consumer,Jackson,South,Furniture,209.568,Premium
4754,US-2015-167220,Joni Blumstein,Consumer,Austin,Central,Technology,22.368,Premium
4755,CA-2017-126354,Shahid Collister,Consumer,Pembroke Pines,South,Office Supplies,3.882,Premium
4756,CA-2017-126354,Shahid Collister,Consumer,Pembroke Pines,South,Office Supplies,115.296,Premium
4757,CA-2017-169817,Emily Burns,Consumer,Philadelphia,East,Office Supplies,1.908,Premium
4758,US-2017-144582,Tony Chapman,Home Office,Danville,Central,Office Supplies,43.372,Premium
4759,CA-2014-121573,Speros Goranitis,Consumer,New York City,East,Technology,783.96,Premium
4760,CA-2014-121573,Speros Goranitis,Consumer,New York City,East,Office Supplies,48.896,Premium
4761,CA-2014-121573,Speros Goranitis,Consumer,New York City,East,Office Supplies,7.856,Premium
4762,CA-2016-117660,Bryan Mills,Consumer,Columbus,East,Office Supplies,5.904,Premium
4763,CA-2016-117660,Bryan Mills,Consumer,Columbus,East,Office Supplies,13.712,Premium
4764,CA-2014-112851,Nick Radford,Consumer,Chula Vista,West,Office Supplies,182.94,Premium
4765,CA-2017-123701,Patrick Gardner,Consumer,San Francisco,West,Office Supplies,27.76,Premium
4766,CA-2015-118227,Deborah Brumfield,Home Office,New York City,East,Office Supplies,25.99,Premium
4767,CA-2015-123155,Noel Staavos,Corporate,San Antonio,Central,Technology,113.52,Premium
4768,CA-2015-123155,Noel Staavos,Corporate,San Antonio,Central,Technology,359.88,Premium
4769,CA-2017-158883,Cari Schnelling,Consumer,Jacksonville,South,Office Supplies,25.344,Premium
4770,US-2016-114888,Chuck Clark,Home Office,San Francisco,West,Office Supplies,11.952,Premium
4771,US-2016-114888,Chuck Clark,Home Office,San Francisco,West,Office Supplies,6.24,Premium
4772,US-2014-167262,Amy Cox,Consumer,Avondale,West,Technology,742.336,Premium
4773,CA-2017-119746,Christopher Martinez,Consumer,Chicago,Central,Furniture,6.464,Premium
4774,CA-2017-119746,Christopher Martinez,Consumer,Chicago,Central,Office Supplies,11.52,Premium
4775,CA-2017-119746,Christopher Martinez,Consumer,Chicago,Central,Technology,222.384,Premium
4776,CA-2017-108091,Eileen Kiefer,Home Office,Escondido,West,Office Supplies,23.36,Premium
4777,CA-2016-101630,Cyma Kinney,Corporate,Long Beach,East,Office Supplies,8.67,Premium
4778,CA-2016-101630,Cyma Kinney,Corporate,Long Beach,East,Office Supplies,25.71,Premium
4779,CA-2017-132346,Pete Kriz,Consumer,Newark,East,Office Supplies,100.94,Premium
4780,CA-2014-150301,Michelle Huthwaite,Consumer,Buffalo,East,Furniture,63.882,Premium
4781,CA-2014-159310,Steven Cartwright,Consumer,Houston,Central,Furniture,683.144,Premium
4782,CA-2014-159310,Steven Cartwright,Consumer,Houston,Central,Office Supplies,1.476,Premium
4783,CA-2014-159310,Steven Cartwright,Consumer,Houston,Central,Office Supplies,40.712,Premium
4784,US-2017-147984,Giulietta Baptist,Consumer,Wichita,Central,Office Supplies,279.9,Premium
4785,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Office Supplies,13.12,Premium
4786,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Furniture,69.576,Premium
4787,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Office Supplies,4.224,Premium
4788,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Technology,58.08,Premium
4789,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Furniture,52.416,Premium
4790,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Furniture,54.92,Premium
4791,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Furniture,364.95,Premium
4792,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Office Supplies,85.056,Premium
4793,CA-2015-104346,Irene Maddox,Consumer,Colorado Springs,West,Office Supplies,27.696,Premium
4794,US-2015-141684,Michelle Moray,Consumer,New York City,East,Office Supplies,24.96,Premium
4795,CA-2015-144722,Monica Federle,Corporate,Los Angeles,West,Furniture,43.13,Premium
4796,CA-2015-120516,Clytie Kelty,Consumer,Marietta,South,Office Supplies,5.64,Premium
4797,US-2016-148901,Michael Kennedy,Corporate,Jacksonville,South,Office Supplies,57.582,Premium
4798,US-2016-148901,Michael Kennedy,Corporate,Jacksonville,South,Office Supplies,31.104,Premium
4799,US-2016-148901,Michael Kennedy,Corporate,Jacksonville,South,Furniture,30.192,Premium
4800,US-2016-148901,Michael Kennedy,Corporate,Jacksonville,South,Technology,43.6,Premium
4801,US-2016-148901,Michael Kennedy,Corporate,Jacksonville,South,Office Supplies,4.768,Premium
4802,US-2016-148901,Michael Kennedy,Corporate,Jacksonville,South,Office Supplies,10.38,Premium
4803,US-2016-148901,Michael Kennedy,Corporate,Jacksonville,South,Office Supplies,13.392,Premium
4804,CA-2017-136364,Mark Hamilton,Consumer,Philadelphia,East,Technology,39.594,Premium
4805,CA-2017-136364,Mark Hamilton,Consumer,Philadelphia,East,Furniture,91.008,Premium
4806,CA-2015-137708,Nathan Gelder,Consumer,Los Angeles,West,Office Supplies,37.94,Premium
4807,CA-2015-137708,Nathan Gelder,Consumer,Los Angeles,West,Office Supplies,42.8,Premium
4808,CA-2015-137708,Nathan Gelder,Consumer,Los Angeles,West,Office Supplies,33.63,Premium
4809,CA-2014-149055,Phillip Breyer,Corporate,Philadelphia,East,Office Supplies,62.808,Premium
4810,CA-2015-151589,Richard Eichhorn,Consumer,Eau Claire,Central,Office Supplies,195.64,Premium
4811,CA-2015-151589,Richard Eichhorn,Consumer,Eau Claire,Central,Technology,239.9,Premium
4812,CA-2016-121370,Eugene Barchas,Consumer,Philadelphia,East,Furniture,380.058,Premium
4813,CA-2016-121370,Eugene Barchas,Consumer,Philadelphia,East,Technology,1199.976,Premium
4814,CA-2016-121370,Eugene Barchas,Consumer,Philadelphia,East,Furniture,48.576,Premium
4815,CA-2016-111696,Trudy Brown,Consumer,Los Angeles,West,Office Supplies,17.94,Premium
4816,CA-2014-139598,Maureen Gnade,Consumer,Philadelphia,East,Office Supplies,18.264,Premium
4817,CA-2014-139598,Maureen Gnade,Consumer,Philadelphia,East,Office Supplies,34.656,Premium
4818,CA-2014-139598,Maureen Gnade,Consumer,Philadelphia,East,Office Supplies,81.552,Premium
4819,CA-2014-139598,Maureen Gnade,Consumer,Philadelphia,East,Office Supplies,227.136,Premium
4820,CA-2017-117436,Liz Willingham,Consumer,Norwich,East,Office Supplies,10.36,Premium
4821,CA-2015-140025,Peter Fuller,Consumer,San Antonio,Central,Office Supplies,463.248,Premium
4822,CA-2015-140025,Peter Fuller,Consumer,San Antonio,Central,Technology,383.952,Premium
4823,CA-2016-134222,Nick Zandusky,Home Office,Yuma,West,Office Supplies,44.856,Premium
4824,CA-2016-140018,Chloris Kastensmidt,Consumer,Columbus,East,Technology,30.345,Premium
4825,CA-2016-140018,Chloris Kastensmidt,Consumer,Columbus,East,Furniture,127.554,Premium
4826,CA-2016-140018,Chloris Kastensmidt,Consumer,Columbus,East,Furniture,77.952,Premium
4827,US-2017-136707,Jim Epp,Corporate,Los Angeles,West,Office Supplies,14.016,Premium
4828,CA-2014-152562,Jack O'Briant,Corporate,Richmond,South,Office Supplies,69.52,Premium
4829,CA-2014-152562,Jack O'Briant,Corporate,Richmond,South,Office Supplies,5.64,Premium
4830,CA-2016-152408,Thomas Thornton,Consumer,New York City,East,Office Supplies,13.776,Premium
4831,CA-2014-120278,Maribeth Schnelling,Consumer,Wausau,Central,Office Supplies,245.88,Premium
4832,CA-2014-120278,Maribeth Schnelling,Consumer,Wausau,Central,Office Supplies,36.63,Premium
4833,CA-2014-120278,Maribeth Schnelling,Consumer,Wausau,Central,Office Supplies,22.58,Premium
4834,CA-2014-120278,Maribeth Schnelling,Consumer,Wausau,Central,Office Supplies,12.39,Premium
4835,CA-2017-167661,Mike Pelletier,Home Office,San Francisco,West,Office Supplies,39.92,Premium
4836,CA-2017-167661,Mike Pelletier,Home Office,San Francisco,West,Office Supplies,61.96,Premium
4837,CA-2017-167661,Mike Pelletier,Home Office,San Francisco,West,Office Supplies,19.936,Premium
4838,CA-2017-106831,Fred Harton,Consumer,Dublin,East,Office Supplies,3.798,Premium
4839,CA-2017-106831,Fred Harton,Consumer,Dublin,East,Office Supplies,27.744,Premium
4840,CA-2017-106831,Fred Harton,Consumer,Dublin,East,Technology,158.376,Premium
4841,CA-2017-154123,Sample Company A,Home Office,Henderson,South,Furniture,27.58,Premium
4842,CA-2016-136049,Neoma Murray,Consumer,Bowling Green,East,Office Supplies,5.553,Premium
4843,CA-2017-118402,Jas O'Carroll,Consumer,Memphis,South,Office Supplies,243.92,Premium
4844,US-2016-139388,Cindy Chapman,Consumer,Lakewood,East,Office Supplies,14.96,Premium
4845,US-2014-128685,Mary Zewe,Corporate,Los Angeles,West,Office Supplies,7.184,Premium
4846,CA-2015-124044,Melanie Seite,Consumer,Rochester,East,Office Supplies,10.512,Premium
4847,CA-2014-164469,Grace Kelly,Corporate,Salem,West,Technology,263.96,Premium
4848,CA-2014-164469,Grace Kelly,Corporate,Salem,West,Office Supplies,71.632,Premium
4849,CA-2014-164469,Grace Kelly,Corporate,Salem,West,Office Supplies,9.328,Premium
4850,CA-2014-107818,Marc Crier,Consumer,Pasco,West,Office Supplies,5.88,Premium
4851,CA-2014-107818,Marc Crier,Consumer,Pasco,West,Furniture,975.92,Premium
4852,CA-2014-107818,Marc Crier,Consumer,Pasco,West,Office Supplies,303.84,Premium
4853,CA-2014-107818,Marc Crier,Consumer,Pasco,West,Office Supplies,485.88,Premium
4854,CA-2014-113320,Logan Haushalter,Consumer,Oakland,West,Furniture,12.54,Premium
4855,CA-2014-113320,Logan Haushalter,Consumer,Oakland,West,Office Supplies,8.94,Premium
4856,CA-2014-113320,Logan Haushalter,Consumer,Oakland,West,Furniture,9.24,Premium
4857,CA-2015-137526,Philip Brown,Consumer,Los Angeles,West,Office Supplies,70.008,Premium
4858,CA-2015-137526,Philip Brown,Consumer,Los Angeles,West,Furniture,77.6,Premium
4859,CA-2015-137526,Philip Brown,Consumer,Los Angeles,West,Furniture,464.85,Premium
4860,CA-2017-136063,Saphhira Shifley,Corporate,Oak Park,Central,Office Supplies,10.192,Premium
4861,CA-2016-101546,Grace Kelly,Corporate,Morristown,East,Office Supplies,1793.98,Premium
4862,CA-2014-138940,Gary Mitchum,Home Office,Austin,Central,Technology,758.352,Premium
4863,CA-2016-125164,Sally Hughsby,Corporate,New York City,East,Office Supplies,20.368,Premium
4864,CA-2016-125164,Sally Hughsby,Corporate,New York City,East,Office Supplies,49.848,Premium
4865,CA-2017-163531,Steven Cartwright,Consumer,New York City,East,Technology,239.97,Premium
4866,CA-2017-122490,Ted Trevino,Consumer,Seattle,West,Furniture,2404.704,Premium
4867,CA-2017-122490,Ted Trevino,Consumer,Seattle,West,Office Supplies,563.024,Premium
4868,CA-2017-122490,Ted Trevino,Consumer,Seattle,West,Office Supplies,344.91,Premium
4869,CA-2017-122490,Ted Trevino,Consumer,Seattle,West,Office Supplies,8.64,Premium
4870,CA-2017-131366,Shaun Chance,Corporate,Lancaster,East,Technology,89.988,Premium
4871,CA-2017-131366,Shaun Chance,Corporate,Lancaster,East,Office Supplies,229.544,Premium
4872,CA-2017-164042,Ken Lonsdale,Consumer,Houston,Central,Office Supplies,1.824,Premium
4873,CA-2017-164042,Ken Lonsdale,Consumer,Houston,Central,Office Supplies,18.32,Premium
4874,CA-2017-164042,Ken Lonsdale,Consumer,Houston,Central,Office Supplies,48.816,Premium
4875,CA-2017-164042,Ken Lonsdale,Consumer,Houston,Central,Office Supplies,1.188,Premium
4876,CA-2014-132864,Katherine Nockton,Corporate,Columbus,East,Technology,119.8,Premium
4877,US-2014-155817,Sara Luxemburg,Home Office,Durham,South,Office Supplies,61.568,Premium
4878,US-2014-155817,Sara Luxemburg,Home Office,Durham,South,Office Supplies,6.192,Premium
4879,US-2016-131891,Pierre Wener,Consumer,Pensacola,South,Office Supplies,2.214,Premium
4880,CA-2017-143567,Thomas Boland,Corporate,Henderson,South,Office Supplies,5.32,Premium
4881,CA-2017-143567,Thomas Boland,Corporate,Henderson,South,Furniture,975.92,Premium
4882,CA-2017-143567,Thomas Boland,Corporate,Henderson,South,Technology,2249.91,Premium
4883,CA-2017-143567,Thomas Boland,Corporate,Henderson,South,Office Supplies,59.92,Premium
4884,CA-2017-104080,Alan Hwang,Consumer,Anaheim,West,Office Supplies,171.2,Premium
4885,CA-2017-104080,Alan Hwang,Consumer,Anaheim,West,Office Supplies,3.36,Premium
4886,CA-2014-151379,Steve Chapman,Corporate,Detroit,Central,Office Supplies,114.2,Premium
4887,CA-2016-163167,Randy Ferguson,Corporate,Marietta,South,Furniture,182.67,Premium
4888,CA-2016-163167,Randy Ferguson,Corporate,Marietta,South,Technology,101.7,Premium
4889,CA-2016-163167,Randy Ferguson,Corporate,Marietta,South,Office Supplies,1126.02,Premium
